0.000000000000000000e+00,1.670455612012212038e+09,5.262406170368194580e-02,-4.015386104583740234e-03,-4.063224792480468750e-02,-1.711233556270599365e-01,9.844690561294555664e-01,3.921256959438323975e-02,-1.029063911134733047e+02,-7.988886363894813769e+01,2.988364620699110930e+01,-2.319622093402678720e-01,-6.824952883287368488e-01,6.083465234218191631e-01,3.321269543107956967e-01
0.000000000000000000e+00,1.670455612027394056e+09,3.685905039310455322e-02,4.713296890258789062e-03,-3.441023826599121094e-02,-1.700372844934463501e-01,9.846667647361755371e-01,3.897202759981155396e-02,-1.029090574780815501e+02,-7.995359233824612488e+01,2.985988087214965248e+01,-2.324233706324187465e-01,-6.822502405634849332e-01,6.085520035470621814e-01,3.319315065683798305e-01
0.000000000000000000e+00,1.670455612042307854e+09,2.721101045608520508e-02,7.934331893920898438e-03,-3.041243553161621094e-02,-1.690257340669631958e-01,9.848636984825134277e-01,3.839217871427536011e-02,-1.027969294799326860e+02,-8.001846988836118157e+01,2.996949558754677412e+01,-2.327012333664053023e-01,-6.819429784583300735e-01,6.089109542912334305e-01,3.317098438380584602e-01
0.000000000000000000e+00,1.670455612057595968e+09,1.855432987213134766e-02,1.886963844299316406e-03,-2.783322706818580627e-02,-1.679068803787231445e-01,9.850821495056152344e-01,3.768970817327499390e-02,-1.026513632287025075e+02,-8.009093750068500128e+01,3.013196732318219162e+01,-2.328827129688095521e-01,-6.816234266030073430e-01,6.093849022760715606e-01,3.313686691084526958e-01
0.000000000000000000e+00,1.670455612072432995e+09,1.231570541858673096e-02,-4.665970802307128906e-03,-3.220570087432861328e-02,-1.666731536388397217e-01,9.853180050849914551e-01,3.699628636240959167e-02,-1.025149854287949864e+02,-8.016978015727733009e+01,3.029457256598705683e+01,-2.330493349199322384e-01,-6.813120798104244091e-01,6.099018766349328935e-01,3.309405598594494791e-01
0.000000000000000000e+00,1.670455612087860107e+09,3.878161311149597168e-03,-1.087248325347900391e-02,-4.890811070799827576e-02,-1.651936471462249756e-01,9.856042265892028809e-01,3.599854558706283569e-02,-1.022935453909267238e+02,-8.026630589600922860e+01,3.052883021191942348e+01,-2.333368470140919360e-01,-6.808474045315010548e-01,6.105223900906776580e-01,3.305501191916391801e-01
0.000000000000000000e+00,1.670455612102661133e+09,-1.580104231834411621e-03,-1.458883285522460938e-02,-5.222988128662109375e-02,-1.639772951602935791e-01,9.858415126800537109e-01,3.504792228341102600e-02,-1.020646639754094736e+02,-8.034704870643859920e+01,3.073656855801004895e+01,-2.337424738784437128e-01,-6.803590360015122629e-01,6.109839870506397208e-01,3.304160710874149975e-01
0.000000000000000000e+00,1.670455612117830038e+09,-8.745163679122924805e-03,-4.524171352386474609e-03,-2.711784467101097107e-02,-1.629462540149688721e-01,9.860460758209228516e-01,3.409050777554512024e-02,-1.018165953949587390e+02,-8.041719685965067299e+01,3.093688506648740244e+01,-2.342421711101210779e-01,-6.798351701764192567e-01,6.113390386827001199e-01,3.304838052922110525e-01
0.000000000000000000e+00,1.670455612132670879e+09,-9.241789579391479492e-03,1.109004020690917969e-03,-7.373332977294921875e-03,-1.623428165912628174e-01,9.861652851104736328e-01,3.351093828678131104e-02,-1.016632285643059106e+02,-8.045833308549919138e+01,3.104072412366471312e+01,-2.346591831027108888e-01,-6.794781356055287214e-01,6.114909030946991120e-01,3.306410480628373394e-01
0.000000000000000000e+00,1.670455612147832870e+09,-5.439564585685729980e-03,6.292879581451416016e-03,3.077971562743186951e-02,-1.619488745927810669e-01,9.862456321716308594e-01,3.304711356759071350e-02,-1.015333720253888288e+02,-8.048613106242424919e+01,3.114268289967584735e+01,-2.348929286862835308e-01,-6.792266699206745972e-01,6.116310431695877181e-01,3.307323659579093911e-01
